,PatentNumber,PatentAsignee
25998,CN1449818-A,WANG X M (WANG-Individual)
25999,CN1449818-A,XUE S S (XUES-Individual)
26000,CN1449814-A,GUANGZHOU WANJIAN SCI & TECHNOLOGY DEV C (GUAN-Non-standard)
26001,CN1450164-A,UNIV FUDAN (UYFU-C)
26002,CN1449813-A,LAN J (LANJ-Individual)
26003,CN1450236-A,LI G (LIGG-Individual)
26004,CN1449912-A,GUANGZHOU INST CHEM CAS (CACG-C)
26005,CN1449782-A,LOU G (LOUG-Individual)
26006,CN1450086-A,YACHEN PHARM IND FAR EAST CO LTD (YACH-Non-standard)
26007,CN1450086-A,JASON MEDICAL GROUP FAR EAST LTD (JASO-Non-standard)
26008,CN1450086-A,JASON MEDICAL GROUP FAR EAST LTD (JASO-Non-standard)
26009,CN1449835-A,PAN Y (PANY-Individual)
26010,CN1449831-A,UNIV NO 2 MILITARY MEDICAL PLA (UYTW-Non-standard)
26011,CN1449828-A,UNIV NO 2 MILITARY MEDICAL PLA (UYTW-Non-standard)
26012,CN1449829-A,UNIV NO 2 MILITARY MEDICAL PLA (UYTW-Non-standard)
26013,CN1449827-A,UNIV NO 2 MILITARY MEDICAL PLA (UYTW-Non-standard)
26014,CN1449830-A,UNIV NO 2 MILITARY MEDICAL PLA (UYTW-Non-standard)
26015,CN1450172-A,HANGZHOU HUADA GENE RES CENT (BGIG-C)
26016,CN1449752-A,WANG W (WANG-Individual)
26017,CN1449832-A,WUHAN BIOLOGICAL PROD INST (WUHA-Non-standard)
26018,CN1449832-A,WUHAN INST BIOLOGICAL PROD (WUHA-Non-standard)
26019,CN1450173-A,BENYUAN ZHENGYANG GENE TECHNOLOGY CO LTD (BENY-Non-standard)
26020,CN1449833-A,WUHAN BIOLOGICAL PROD INST (WUHA-Non-standard)
26021,CN1449820-A,UNIV NANJING MEDICAL (UYNM-C)
26022,CN1449826-A,UNIV WUHAN (UYWU-C)
26023,CN1449817-A,YU S (YUSS-Individual)
26024,CN1449849-A,ZHANG F (ZHAN-Individual)
26025,CN1449822-A,CHANGCHUN QILONG BIOTECH INST (CHAN-Non-standard)
26026,CN1449753-A,SHANGHAI INST MATERIA MEDICA CAS (CAMM-C)
26027,CN1448179-A,NO 2 TCM FACTORY HARBIN PHARM GROUP CO L (TWOT-Non-standard)
26028,CN1448185-A,UNIV TIANJIN (UTIJ-C)
26029,CN1448186-A,UNIV ZHEJIANG (UYZH-C)
26030,CN1446586-A,BAI S (BAIS-Individual)
26031,CN1446542-A,CAI H (CAIH-Individual)
26032,CN1444993-A,MICROORGANISM EPIDEMY RES INST ACAD MILI (JSYX-C)
26033,CN1444993-A,INST MICROBIOLOGY & EPIDEMIOLOGY (JSYX-C)
26034,CN1444993-A,TAIJI GROUP CO LTD (TAIJ-Non-standard)
26035,CN1444993-A,MICROBIAL EPIDEMIOLOGY INST MILITARY (JSYX-C)
26036,CN1445000-A,UNIV ZHEJIANG (UYZH-C)
26037,CN1444989-A,ANGE MEDICINE IND CO LTD JIANGSU (ANGE-Non-standard)
26038,CN1445549-A,MICROORGANISM EPIDEMIC DISEASE (JSYX-C)
26039,CN1443770-A,INST PERDINICAL MEDICINE ACAD MILITARY M (JSYX-C)
26040,CN1443770-A,INST BASIC MEDICAL SCI PLA ACAD MILITARY (JSYX-C)
26041,CN1443572-A,SHENZHEN HAIWANG YINGTELONG BIOLOGICAL T (SHEN-Non-standard)
26042,CN1443562-A,YAN H (YANH-Individual)
26043,CN1443456-A,LI D (LIDD-Individual)
26044,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26045,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26046,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26047,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26048,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26049,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26050,WO2003101479-A1,YOUNIS R M A (YOUN-Individual)
26051,WO2003101479-A1,AL SARI K M H (SARI-Individual)
26052,WO2003101479-A1,AL SARI S M H (SARI-Individual)
26053,WO2003101479-A1,AL SARI A M H (SARI-Individual)
26054,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26055,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26056,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26057,WO2003101479-A1,INSIGNION HOLDING LTD (INSI-Non-standard)
26058,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26059,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26060,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26061,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26062,WO2003101479-A1,ISIGNION HOLDINGS LTD (ISIG-Non-standard)
26063,WO2003101479-A1,VERITRON LTD (VERI-Non-standard)
26064,CN1442203-A,CHEN Z (CHEN-Individual)
26065,CN1442203-A,CHEN Z N (CHEN-Individual)
26066,CN1442203-A,CHEN Z N (CHEN-Individual)
26067,CN1442488-A,SHANGHAI JINGTAI BIOTECHNOLOGY CO LTD (SHAN-Non-standard)
26068,CN1442205-A,LIU Y (LIUY-Individual)
26069,CN1439424-A,NO 1 HOSPITAL ATTACHED TO NO 4 ARMY MEDI (UYFM-C)
26070,CN1439424-A,UNIV ZHONGSHAN NO 1 HOSPITAL (UYZH-Non-standard)
26071,CN1439424-A,UNIV ZHONGSHAN NO 1 HOSPITAL MEDICAL (UYZH-Non-standard)
26072,DE20307236-U,SCHULZ R A (SCHU-Individual)
26073,KR2003002957-A,ELECTRONICS&TELECOM RES INST (ETRI-C)
26074,US2002169296-A1,LAEMMLI U (LAEM-Individual)
26075,US2002169296-A1,JANSSEN S (JANS-Individual)
26076,JP2002247096-A,NEC CORP (NIDE-C)
26077,US6424284-B1,AGERE SYSTEMS GUARDIAN CORP (LSIL-C)
26078,KR2001028491-A,LG INFORMATION & COMMUNICATIONS LTD (GLDS-C)
26079,KR2001028491-A,LG-NORTEL CO LTD (GLDS-C)
26080,WO200006757-A1,MYCOGEN PLANT SCI INC (MYCO-C)
26081,RD428182-A,INT BUSINESS MACHINES CORP (IBMC-C)
26082,US5985607-A,CANGENE CORP (CANG-Non-standard)
26083,JP9113615-A,NEC CORP (NIDE-C)
26084,US5508968-A,INT BUSINESS MACHINES CORP (IBMC-C)
26085,US5508968-A,IBM CORP (IBMC-C)
26086,DE19521624-A,RST RAUMFAHRT SYSTEMTECHNIK GMBH (RSTR-Non-standard)
26087,US5122803-A,US SEC OF ARMY (USSA-C)
26088,WO2011143339-A1,PROMEGA CORP (PRMG-C)
26089,WO2011143339-A1,BINKOWSKI B (BINK-Individual)
26090,WO2011143339-A1,BUTLER B (BUTL-Individual)
26091,WO2011143339-A1,ENCELL L P (ENCE-Individual)
26092,WO2011143339-A1,FAN F (FANF-Individual)
26093,WO2011143339-A1,HOOK B (HOOK-Individual)
26094,WO2011143339-A1,OTTO P (OTTO-Individual)
26095,WO2011143339-A1,VIDUGIRIS G (VIDU-Individual)
26096,WO2011143339-A1,WIGDAL S (WIGD-Individual)
26097,WO2011143339-A1,ZIMMERMAN K (ZIMM-Individual)
26098,WO2011143339-A1,PROMEGA CORP (PRMG-C)
26099,WO2011143339-A1,PROMEGA CORP (PRMG-C)
26100,WO2011143339-A1,PROMEGA CORP (PRMG-C)
26101,WO2011143339-A1,PROMEGA CORP (PRMG-C)
26102,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26103,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26104,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26105,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26106,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26107,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26108,WO2011141819-A1,NOVARTIS AG (NOVS-C)
26109,WO2012003030-A2,KINETA INC (KINE-Non-standard)
26110,WO2012003030-A2,KINETA INC (KINE-Non-standard)
26111,WO2012003030-A2,KINETA INC (KINE-Non-standard)
26112,KR2011119178-A,UNIV INCHEON IND ACADEMIC COOP FOUND (UYIH-C)
26113,WO2011133719-A2,KINETA INC (KINE-Non-standard)
26114,WO2011133722-A2,KINETA INC (KINE-Non-standard)
26115,WO2011133722-A2,KINETA INC (KINE-Non-standard)
26116,WO2011133722-A2,KINETA INC (KINE-Non-standard)
26117,WO2011133722-A2,KINETA INC (KINE-Non-standard)
26118,WO2011133729-A2,KINETA INC (KINE-Non-standard)
26119,WO2011133729-A2,KINETA INC (KINE-Non-standard)
26120,WO2011133729-A2,KINETA INC (KINE-Non-standard)
26121,WO2011133727-A2,KINETA INC (KINE-Non-standard)
26122,WO2011133727-A2,KINETA INC (KINE-Non-standard)
26123,WO2011133727-A2,KINETA INC (KINE-Non-standard)
26124,WO2011133727-A2,KINETA INC (KINE-Non-standard)
26125,WO2011130557-A2,UNIV CALIFORNIA (REGC-C)
26126,WO2011130557-A2,UNIV CALIFORNIA (REGC-C)
26127,WO2011130557-A2,UNIV CALIFORNIA (REGC-C)
26128,WO2011130557-A2,UNIV CALIFORNIA (REGC-C)
26129,WO2011130557-A2,HOSTETLER K Y (HOST-Individual)
26130,WO2011130557-A2,BEADLE J R (BEAD-Individual)
26131,WO2011130557-A2,VALIAEVA N (VALI-Individual)
26132,WO2011127625-A1,JIANGSU MINGMA BIOTECH CO LTD (JIAN-Non-standard)
26133,WO2011127625-A1,JIANGSU MINGMA BIOTECH CO LTD (JIAN-Non-standard)
26134,WO2011127625-A1,JIANGSU MINGMA BIOTECH CO LTD (JIAN-Non-standard)
26135,WO2011127625-A1,ZENG K (ZENG-Individual)
26136,WO2011127625-A1,ZHANG C (ZHAN-Individual)
26137,WO2011127625-A1,ZHANG J (ZHAN-Individual)
26138,WO2011127625-A1,LI H (LIHH-Individual)
26139,CN102218144-A,JIANGSU MINGMA BIOTECH CO LTD (JIAN-Non-standard)
26140,ES2366255-A1,UNIV SANTIAGO COMPOSTELA (UYSA-Non-standard)
26141,KR2011113504-A,POSCO (POSC-C)
26142,KR2011113504-A,POSTECH ACAD-IND FOUND (UYPO-C)
26143,WO2011126976-A1,UNIV VANDERBILT (UVAN-C)
26144,WO2011126976-A1,DERMODY T S (DERM-Individual)
26145,WO2011126976-A1,BOEHME K W (BOEH-Individual)
26146,WO2011126976-A1,IKIZLER M (IKIZ-Individual)
26147,WO2011126976-A1,WILSON G J (WILS-Individual)
26148,WO2011126976-A1,CHAPPELL J D (CHAP-Individual)
26149,WO2011124685-A1,INSERM INST NAT SANTE&RECH MEDICALE (INRM-C)
26150,WO2011124685-A1,UNIV NANCY I POINCARE HENRI (UYNA-Non-standard)
26151,WO2011124685-A1,UNIV LORRAINE (UYLR-C)
26152,WO2011124685-A1,INSERM INST NAT SANTE & RECH MEDICALE (INRM-C)
26153,WO2011124685-A1,GIBOT S (GIBO-Individual)
26154,WO2011124685-A1,DERIVE M (DERI-Individual)
26155,WO2011124685-A1,INSERM INST NAT SANTE & RECH MEDICALE (INRM-C)
26156,WO2011124685-A1,UNIV LORRAINE (UYLR-C)
26157,WO2011124685-A1,INSERM INST NAT SANTE & RECH MEDICALE (INRM-C)
26158,WO2011124685-A1,UNIV LORRAINE (UYLR-C)
26159,WO2011124685-A1,DERIVE M (DERI-Individual)
26160,WO2011124685-A1,GIBOT S (GIBO-Individual)
26161,WO2011121162-A1,CONSEJO SUPERIOR INVESTIGACIONES CIENTIF (CNSJ-C)
26162,WO2011121162-A1,INST NACIONAL INVESTIGACION&TECNOLOGIA (NAIN-Non-standard)
26163,CN102206646-A,UNIV NINGBO (UYNB-C)
26164,CN202002930-U,CHINESE ACAD INSPECTION & QUARANTINE (CAIQ-C)
26165,US2011238001-A1,CHEN W (CHEN-Individual)
26166,US2011238001-A1,ZHANG J (ZHAN-Individual)
26167,CN102199674-A,INST VIRUS PREVENTION & CONTROL CHINA DI (CCDC-C)
26168,CN102199674-A,NAT INST VIRAL DISEASE CONTROL & PREVENT (CCDC-C)
26169,CN201984071-U,CHINESE ACAD INSPECTION & QUARANTINE (CAIQ-C)
26170,US2011223659-A1,DIAGNOSTIC HYBRIDS INC (DIAG-Non-standard)
26171,WO2011110955-A2,NOVARTIS AG (NOVS-C)
26172,WO2011110955-A2,NOVARTIS AG (NOVS-C)
26173,WO2011110955-A2,NOVARTIS AG (NOVS-C)
26174,WO2011110955-A2,NOVARTIS AG (NOVS-C)
26175,WO2011110955-A2,TSAI T (TSAI-Individual)
26176,CN102181579-A,SHENZHEN INT TRAVEL HEALTH CARE CENT (SHEN-Non-standard)
26177,CN102181579-A,SHENZHEN BOERMEI BIOTECHNOLOGY CO LTD (SHEN-Non-standard)
26178,CN102181576-A,WUHAN VIROLOGY ACAD INST SINICA (WUHA-Non-standard)
26179,WO2011108521-A1,UNIV TOKUSHIMA (UKUS-C)
26180,WO2011108521-A1,KIDO H (KIDO-Individual)
26181,WO2011108521-A1,MIZUNO D (MIZU-Individual)
26182,WO2011108521-A1,UNIV TOKUSHIMA (UKUS-C)
26183,WO2011108521-A1,UNIV TOKUSHIMA NAT CORP (UTKU-C)
26184,WO2011108521-A1,APPLIED MEDICAL ENZYME RES INST CORP (MEDI-Non-standard)
26185,WO2011108521-A1,KIDO H (KIDO-Individual)
26186,WO2011108521-A1,MIZUNO D (MIZU-Individual)
26187,WO2011108521-A1,APPLIED MEDICAL ENZYME RES INST CORP (MEDI-Non-standard)
26188,WO2011106092-A1,JOHNSON&SON INC S C (JOHS-C)
26189,WO2011106092-A1,JOHNSON&SON INC S C (JOHS-C)
26190,WO2011106092-A1,JOHNSON&SON INC S C (JOHS-C)
26191,WO2011106092-A1,AVERY R W (AVER-Individual)
26192,WO2011106092-A1,KOCHEVAR K A (KOCH-Individual)
26193,WO2011106092-A1,WORTLEY R B (WORT-Individual)
26194,WO2011106092-A1,ROMERO C (ROME-Individual)
26195,WO2011106092-A1,JOHNSON & SON INC S C (JOHS-C)
26196,WO2011106092-A1,JOHNSON & SON INC S C (JOHS-C)
26197,JP2011168518-A,NIPPON ECOLOGIA KK (NIEC-Non-standard)
26198,JP2011168518-A,IIDA CO LTD (IIDA-Non-standard)
26199,WO2011104621-A1,UNIV STELLENBOSCH (USTL-C)
26200,WO2011104621-A1,VAN DER BIJL P (VBIJ-Individual)
26201,WO2011104621-A1,HAWTREY A O (HAWT-Individual)
26202,WO2011104621-A1,SMITH J (SMIT-Individual)
26203,WO2011104621-A1,VAN ZYL J M (VZYL-Individual)
26204,WO2011104621-A1,UNIV STELLENBOSCH (USTL-C)
26205,WO2011104621-A1,UNIV STELLENBOSCH (USTL-C)
26206,WO2011104621-A1,UNIV STELLENBOSCH (USTL-C)
26207,WO2011102563-A1,STANDARD DIAGNOSTICS INC (ABBO-C)
26208,WO2011102563-A1,AGENCY DEFENSE DEV (KRAD-C)
26209,EP2359858-A1,NUTRICIA NV (DNON-C)
26210,US2011200657-A1,NANOBIO CORP (NANO-Non-standard)
26211,WO2011098806-A1,UNIV NOTTINGHAM (UYNO-Non-standard)
26212,WO2011100528-A2,UNIV EMORY (UEMR-C)
26213,WO2011100528-A2,UNIV EMORY (UEMR-C)
26214,WO2011100528-A2,UNIV EMORY (UEMR-C)
26215,WO2011100700-A2,UNIV ROCHESTER (UYRP-C)
26216,WO2011100700-A2,UNIV ROCHESTER (UYRP-C)
26217,WO2011100700-A2,UNIV ROCHESTER (UYRP-C)
26218,WO2011099541-A1,OTSUKA PHARM CO LTD (SAKA-C)
26219,WO2011099541-A1,OTSUKA PHARM CO LTD (SAKA-C)
26220,WO2011099541-A1,OTSUKA PHARM CO LTD (SAKA-C)
26221,WO2011099541-A1,OTSUKA PHARM CO LTD (SAKA-C)
26222,WO2011094693-A1,MOUNT SINAI SCHOOL MEDICINE (MOUN-C)
26223,WO2011094693-A1,SHAW M (SHAW-Individual)
26224,WO2011094693-A1,ORTIGOZA M (ORTI-Individual)
26225,WO2011094693-A1,GARCIA-SASTRE A (GARC-Individual)
26226,WO2011094693-A1,PALESE P (PALE-Individual)
26227,WO2011094357-A2,UNIV COLORADO (COLS-C)
26228,WO2011094357-A2,UNIV COLORADO (COLS-C)
26229,WO2011094528-A2,QIAGEN GAITHERSBURG INC (QIAG-C)
26230,WO2011094528-A2,QIAGEN GAITHERSBURG INC (QIAG-C)
26231,WO2011094528-A2,QIAGEN GAITHERSBURG INC (QIAG-C)
26232,WO2011094528-A2,QIAGEN GAITHERSBURG INC (QIAG-C)
26233,WO2011094528-A2,NAZARENKO I (NAZA-Individual)
26234,KR2011086473-A,KOREA RES INST BIOSCIENCE&BIOTECHNOLOG (KRIB-C)
26235,WO2011086178-A1,HYBRIGENICS SA (HYBR-Non-standard)
26236,WO2011086178-A1,LOPEZ R (LOPE-Individual)
26237,WO2011086178-A1,COLLAND F (COLL-Individual)
26238,WO2011086178-A1,HYBRIGENICS SA (HYBR-Non-standard)
26239,WO2011086178-A1,HYBRIGENICS SA (HYBR-Non-standard)
26240,WO2011086178-A1,HYBRIGENICS SA (HYBR-Non-standard)
26241,WO2011086178-A1,COLLAND F (COLL-Individual)
26242,WO2011086178-A1,HYBRIGENICS SA (HYBR-Non-standard)
26243,US2011178269-A1,WANG Y (WANG-Individual)
26244,US2011178269-A1,LAI S (LAIS-Individual)
26245,US2011178269-A1,YEH C (YEHC-Individual)
26246,US2011178269-A1,CHONG P C (CHON-Individual)
26247,US2011178269-A1,LIU S (LIUS-Individual)
26248,WO2011083317-A1,VARLEIGH IMMUNO PHARM LTD (IMMO-C)
26249,WO2011083317-A1,VARLEIGH IMMUNO PHARM LTD (IMMO-C)
26250,WO2011083317-A1,WESTON-DAVIES W (WEST-Individual)
26251,WO2011083317-A1,VARLEIGH IMMUNO PHARM LTD (IMMO-C)
26252,WO2011083317-A1,VARLEIGH IMMUNO PHARM LTD (IMMO-C)
26253,WO2011083317-A1,WESTON-DAVIES W (WEST-Individual)
26254,WO2011083317-A1,VOLUTION IMMUNO PHARM SA (VOLU-Non-standard)
26255,WO2011083317-A1,VOLUTION IMMUNO PHARM SA (IMMO-C)
26256,WO2011083317-A1,VARLEIGH IMMUNO PHARM VIP LTD (IMMO-C)
26257,WO2011083317-A1,VOLUTION IMMUNO PHARM SA (VOLU-Non-standard)
26258,DE102009042764-A1,BERZ J P (BERZ-Individual)
26259,US2011165649-A1,TYLER B (TYLE-Individual)
26260,US2011165649-A1,KALE S (KALE-Individual)
26261,US2011165649-A1,VIRGINIA TECH INTELLECTUAL PROPERTIES (VIRG-C)
26262,KR2011068191-A,KOREA RES INST BIOSCIENCE&BIOTECHNOLOG (KRIB-C)
26263,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI&TECHNOLOGY CORP (SICH-Non-standard)
26264,WO2011072487-A1,WEI G (WEIG-Individual)
26265,WO2011072487-A1,WANG D (WANG-Individual)
26266,WO2011072487-A1,SICHUAN HUIYANG LIFE ENG CO LTD (SICH-Non-standard)
26267,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI&TECHNOLOGY CO (SICH-Non-standard)
26268,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI&TECHNOLOGY CO (SICH-Non-standard)
26269,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI&TECHNOLOGY CO (SICH-Non-standard)
26270,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI&TECHNOLOGY CO (SICH-Non-standard)
26271,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI & TECHNOLOGY CO (SICH-Non-standard)
26272,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI & TECHNOLOGY CO (SICH-Non-standard)
26273,WO2011072487-A1,SICHUAN HUIYANG LIFE SCI & TECHNOLOGY CO (SICH-Non-standard)
26274,WO2011072487-A1,WEI G (WEIG-Individual)
26275,WO2011072487-A1,SUPERLAB FAR EAST LTD (SUPE-Non-standard)
26276,WO2011072487-A1,SUPERLAB FAR EAST LTD (SUPE-Non-standard)
26277,KR2011061861-A,LEE B S (LEEB-Individual)
26278,KR2011061861-A,MI S B (MISB-Individual)
26279,US2011135685-A1,SOYMEDS INC (SOYM-Non-standard)
26280,US2011135685-A1,PILLER K J (PILL-Individual)
26281,US2011135685-A1,BOST K L (BOST-Individual)
26282,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26283,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26284,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26285,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26286,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26287,WO2011067673-A2,NOVARTIS AG (NOVS-C)
26288,WO2011064630-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26289,WO2011064630-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26290,WO2011064630-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26291,WO2011064630-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26292,WO2011066374-A2,ALDER BIOPHARMACEUTICALS INC (ALDE-Non-standard)
26293,WO2011066374-A2,SMITH J T L (SMIT-Individual)
26294,WO2011066374-A2,LATHAM J A (LATH-Individual)
26295,WO2011066374-A2,LITTON M (LITT-Individual)
26296,WO2011066374-A2,SCHATZMAN R (SCHA-Individual)
26297,WO2011066374-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26298,WO2011066374-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26299,WO2011066374-A2,SMITH J T L (SMIT-Individual)
26300,WO2011066374-A2,LATHAM J A (LATH-Individual)
26301,WO2011066374-A2,LITTON M (LITT-Individual)
26302,WO2011066374-A2,SCHATZMAN R (SCHA-Individual)
26303,WO2011066369-A2,ALDER BIOPHARMACEUTICALS INC (ALDE-Non-standard)
26304,WO2011066369-A2,SMITH J T L (SMIT-Individual)
26305,WO2011066369-A2,ALDER BIOPHARMACEUTICALS INC (ALDE-Non-standard)
26306,WO2011066369-A2,SMITH J T L (SMIT-Individual)
26307,WO2011066369-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26308,WO2011066369-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26309,WO2011066369-A2,BRISTOL-MYERS SQUIBB CO (BRIM-C)
26310,WO2011066369-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26311,WO2011066369-A2,ALDERBIO HOLDINGS LLC (ALDE-Non-standard)
26312,EP2327764-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26313,EP2327764-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26314,EP2327764-A1,UNITED CANCER RES INST (UNCA-Non-standard)
26315,WO2011061527-A1,ASTRAZENECA AB (ASTR-C)
26316,WO2011061527-A1,BAYER SCHERING PHARMA AG (FARB-C)
26317,WO2011061527-A1,ASTRAZENECA UK LTD (ASTR-C)
26318,KR2011055756-A,SUNG K A (SUNG-Individual)
26319,DE202011001688-U1,ESTHER MATERIAL TECHNOLOGY CO LTD (ESTH-Non-standard)
26320,WO2011058764-A1,PERFECT PERIO CO LTD (PERF-Non-standard)
26321,WO2011058764-A1,PERFECT PERIO CO LTD (PERF-Non-standard)
26322,CN102060929-A,XIA S (XIAS-Individual)
26323,CN102060929-A,XIA S (XIAS-Individual)
26324,WO2011056168-A1,BIOSYB PHARM (BIOS-Non-standard)
26325,WO2011056630-A2,UNIV BOSTON (UBOS-C)
26326,WO2011056630-A2,SCRIPPS RES INST (SCRI-C)
26327,US2011111204-A1,GUARDIAN IND CORP (GURD-C)
26328,CN102053153-A,XI'AN WEITONG BIOTECH CO LTD (XIAN-Non-standard)
26329,CN102053153-A,XI'AN WEITONG BIOSCIENCE LTD CO (XIAN-Non-standard)
26330,CN102053153-A,XIAN WEITONG BIOSCIENCE LTD CO (XIAN-Non-standard)
26331,KR2011044548-A,SONG Y K (SONG-Individual)
26332,US2011098248-A1,GILEAD SCI INC (GILE-C)
26333,US2011098248-A1,GILEAD SCI INC (GILE-C)
26334,US2011098248-A1,GILEAD SCI INC (GILE-C)
26335,US2011098248-A1,GILEAD SCI INC (GILE-C)
26336,WO2011050098-A2,UNIV COLORADO (COLS-C)
26337,US2011093249-A1,THERANOS INC (THRN-C)
26338,US2011093249-A1,THERANOS INC (THRN-C)
26339,US2011093249-A1,THERANOS INC (THRN-C)
26340,US2011093249-A1,SERANOS IP CO LLC (SERA-Non-standard)
26341,US2011093249-A1,TERANOS IP CO LLC (TERA-Non-standard)
26342,WO2011042741-A1,SMITH K (SMIT-Individual)
26343,WO2011042741-A1,EAKINS A (EAKI-Individual)
26344,WO2011038678-A1,INVERNESS MEDICAL SHANGHAI CO LTD (INVE-Non-standard)
26345,KR2011031052-A,KIM B (KIMB-Individual)
26346,KR2011031052-A,KIM H S (KIMH-Individual)
26347,JP2011057605-A,MORIYAMA M (MORI-Individual)
26348,CN101985665-A,UNIV FUDAN (UYFU-C)
26349,CN101985665-A,UNITED GENE SHANGHAI HEALTHCARE MANAGEMENT SERVICE CO LTD (SHBD-C)
26350,CN101985665-A,UNITED GENE SHANGHAI HEALTHCARE MANAGEME (SHBD-C)
26351,KR2011026820-A,UNIV YONSEI IND ACADEMIC COOP FOUND (UYIA-C)
26352,EP2295590-A1,CONSEJO SUPERIOR INVESTIGACIONES CIENTIF (CNSJ-C)
26353,EP2295590-A1,FORT DODGE VETERINARIA SA (FORT-Non-standard)
26354,WO2011028962-A1,XOMA TECHNOLOGY LTD (XOMA-C)
26355,WO2011028962-A1,XOMA TECHNOLOGY LTD (XOMA-C)
26356,WO2011028962-A1,XOMA TECHNOLOGY LTD (XOMA-C)
26357,WO2011026515-A1,RIBCHESTER J (RIBC-Individual)
26358,EP2292589-A1,IMTM GMBH (IMTM-Non-standard)
26359,EP2292589-A1,IMTM GMBH (IMTM-Non-standard)
26360,EP2292589-A1,IMTM GMBH (IMTM-Non-standard)
26361,KR2011019953-A,ELECTRONICS&TELECOM RES INST (ETRI-C)
26362,JP3166042-U,ESTHER MATERIAL TECHNOLOGY CO LTD (ESTH-Non-standard)
26363,KZ23681-A4,KOZYKENOVA Z U (KOZY-Individual)
26364,WO2011017160-A1,PESTKA BIOMEDICAL LAB INC (PEST-Non-standard)
26365,WO2011009083-A1,CAREFUSION 2200 INC (CARS-C)
26366,WO2011009083-A1,CAREFUSION 2200 INC (CARS-C)
26367,WO2011008553-A1,LIFE TECHNOLOGIES CORP (LITC-C)
26368,WO2011008553-A1,BATES M (BATE-Individual)
26369,WO2011008553-A1,GOLDSBOROUGH A (GOLD-Individual)
26370,WO2011008553-A1,LIFE TECHNOLOGIES CORP (LITC-C)
26371,WO2011008956-A2,ZIRUS INC (ZIRU-Non-standard)
26372,WO2011008956-A2,ZIRUS INC (ZIRU-Non-standard)
26373,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26374,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26375,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26376,WO2011008974-A2,SWANSON K (SWAN-Individual)
26377,WO2011008974-A2,DORMITZER P (DORM-Individual)
26378,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26379,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26380,WO2011008974-A2,GLAXOSMITHKLINE BIOLOGICALS SA (GLAX-C)
26381,WO2011008974-A2,NOVARTIS AG (NOVS-C)
26382,KR2011006083-A,UNIV KONKUK IND COOP CORP (UKUK-C)
26383,WO2011004146-A1,INST ANIMAL HEALTH (ANIM-Non-standard)
26384,WO2011004146-A1,INST ANIMAL HEALTH (ANIM-Non-standard)
26385,WO2011004146-A1,INST ANIMAL HEALTH (ANIM-Non-standard)
