,Title,PatentNumber,publishDate,language,pages,region,na
6055, Ameliorating or treating betacoronavirus infection or Middle East respiratory syndrome (MERS) viral infection comprises contacting cell infected with betacoronavirus with amount of nucleoside analog or its pharmaceutical salt.,US2017143749-A1,2017,English,4,World,US
6056," Diagnosing pulmonary hypertension involves conducting clinical examination of patient by surveying e.g. clinical symptoms and physical examination data, recording survey data in summary table or questionnaire and setting positive results.",RU2015147722-A,2017,Russian,2,World,RU
6057," Pirfenidone for treating patient suffered from e.g. idiopathic pulmonary fibrosis, by avoiding, contraindicating, discontinuing or using with caution concomitant use or co-administration of cytochrome P450 1A2 inhibitor.",US2017128429-A1,2017,English,7,World,US
6058," System for monitoring dual camera based body temperature of e.g. visitor, in e.g. large building, has visible-light camera for capturing object picture with visible light band, and monitoring control part amending body temperature of human.",KR2017050936-A,2017,,7,World,KR
6059," Antigenic fragment used for preparing broad spectrum vaccine for preventing tumor and viral disease, where tumor and viral disease are capable of expressing human leukocyte antigen G, comprises amino acid.",CN106632661-A,2017,Chinese,2,China,CN
6060," Adaptive adjustment system for being mounted on ventilated floors, has block provided with toroidal element that is provided with belt, where belt is fixed with central aperture for accommodating threaded rod and rod is fixed with nuts.",RU170525-U1,2017,Russian,1,World,RU
6061," New aryl-substituted phenylpropanoid compound, useful for preparing anti-complement drug against complement-associated disease, e.g. severe acute respiratory syndrome (SARS), influenza or rheumatoid arthritis.",CN106580935-A,2017,Chinese,8,China,CN
6062," New fusion protein comprises self-assembling non-structural protein 10 (NSP10) and protein or peptide e.g. fused to NSP10 without interfering with assembly or aggregation of resulting fusion protein, for enhancing immunogenicity of antigen.",WO2017066484-A2,2017,English,2,World,WO
6063," New attenuated form of virulent virus comprises RNA encoding viral protein or nucleic acid sequence transcribable to RNA, for eliciting protective immune response in subject, and for immunizing subject against virus-associated disease.",WO2017056094-A1,2017,English,2,World,WO
6064," New polypeptide derived from Coronavirus (CoV) Spike protein, useful for inducing an immune response against a CoV and for preventing, inhibiting, reducing, eliminating, protecting or delaying the onset of a CoV infection.",WO2017046801-A1,2017,English,3,World,WO
6065," Making a live, attenuated virus, comprises providing a modified virus comprising a microRNA (miRNA)-recognition nucleic acid sequence and culturing the modified virus in a miRNA knock-out cell line.",US2017080079-A1,2017,English,1,World,US
6066," New substituted (Z)-2,3-dihydro-1H-thieno(2,3-e)(1,4)diazepin-5-yl compounds are bromo and extra terminal protein inhibitors, useful for e.g. treating disease associated with bromodomain e.g. proliferative disease and inflammatory disease.",WO2017044849-A1,2017,English,6,World,WO
6067," New substituted acetamide thieno-triazol-diazepine compounds are bromodomain-containing protein-2 inhibitors, used to treat e.g. cancer, inflammatory disease, cardiovascular disease, autoimmune disease, viral infection and fibrotic disease.",WO2017044792-A1,2017,English,3,World,WO
6068," Treating Arenaviridae infection and a Cornaaviridae infection in a human, comprises administering a substituted ((2S,5R)-5-(pyrrolo(1,2-f)(1,2,4)triazin-7-yl)tetrahydrofuran-2-yl)methoxy compound.",US2017071964-A1,2017,English,6,World,US
6069," Generating probes for analyzing sample comprising target sequence, by constructing candidate probes capable of hybridizing reference sequence, determining individual hybridization pattern for probe, and synthesizing selected probes.",WO2017040316-A1,2017,English,9,World,WO
6070," MERS, SARS, Ebola, new species flu virus prevention and sterilizing system in hospital, has ultrasonic-wave welding machine provided with ultra-small super-thin films attachably and detachably combined to insertion portion.",KR2017002096-A,2017,,7,World,KR
6071, Agent useful for treating viral infection and upper respiratory tract infection caused by virus like influenza by providing anesthesia to host cell through inhalation of monohydric alcohols such as ethanol and menthol.,JP2017002012-A,2017,Japanese,3,World,JP
6072," Reducing incidence of healthcare-associated infection among patients in facility structure, comprises treating e.g. inanimate surface of structure with composition of titanium dioxide nanoparticles doped with zinc and one other doping agent.",US2016375164-A1,2016,English,9,World,US
6073," New replication deficient recombinant Sindbis virus useful e.g. as control in diagnostic assay, comprises RNA genome comprising open reading frame (ORF) encoding functional Sindbis non-structural proteins, and heterologous RNA sequence.",WO2016204983-A1,2016,English,3,World,WO
6074," New antibody specifically binding to peptide useful in composition for preventing or treating viral infectious disease and inflammatory disease and inhibiting immune cell infiltration, comprises specific amino acid sequence.",WO2016199964-A1,2016,,5,World,WO
6075," New antibody or binding fragment of peptide capable of specifically binding to peptide used in composition for preventing and treating infection caused by e.g. hepatitis virus, and suppressing immune cell infiltration.",WO2016200220-A1,2016,,2,World,WO
6076," New non propagating-type viral vector useful for controlling viral infection of e.g. ebola virus, comprises nucleic acid encoding antigenic polypeptide integrated into haemagglutinin-neuraminidase gene in F gene-deficient virus gene.",WO2016199936-A1,2016,Japanese,0,World,WO
6077," Vein cavity oxygenation device for anoxic treatment, has venous oxygen pipe that is inserted into vein portion longitudinal section by semi-permeable wall divided into intravenous catheter along oxy hemoglobin channel.",CN106215262-A,2016,Chinese,7,China,CN
6078," Preparation of antimicrobial elastomeric article, e.g. gloves, by exposing elastomeric article to certain environment, coating with antimicrobial coating composition, and exposing antimicrobial elastomeric article to certain environment.",US2016354171-A1,2016,English,,World,US
6079," Preparation of antimicrobial elastomeric article e.g. gloves, involves coating elastomeric article with antimicrobial coating composition to form antimicrobial elastomeric article which reduces preset initial number of microorganisms.",US2016354172-A1,2016,English,,World,US
6080, Use of asymmetric aromatic disulfide compound against severe acute respiratory syndrome coronavirus infection and for preparing antiviral medicine useful for preventing and/or treating severe acute respiratory syndrome coronavirus infection.,CN106176728-A,2016,Chinese,,China,CN
6081," Converting alkyl halide to olefin used to make e.g. polymer, comprises contacting zeolite catalyst of microfinance industry structure with feed of alkyl halide under reaction conditions sufficient to give specific olefin hydrocarbon product.",US2016347681-A1,2016,English,7,World,US
6082," Creating personalized immunotherapy for treating subject having disease or condition, such as infectious disease, involves comparing open reading frames in nucleic acid sequence extracted from disease-bearing biological sample from subject.",WO2016191545-A1,2016,English,3,World,WO
6083, Application of asymmetric aromatic dithioether containing five-membered heterocyclic ring for preparing medicament for treating SARS.,CN106166153-A,2016,Chinese,8,China,CN
6084," Antibody or antigen-binding fragment used in composition for treating cell proliferation disorder in human, such as cancer, has specific binding to human tumor necrosis factor receptor 2 and comprises complementarity-determining region.",WO2016187068-A1,2016,English,9,World,WO
6085," Large flea experiment female flea and young flea separating device, has filtering cup connected with end of U-shaped pipe that is connected with nylon filter screen, where U-shaped pipe is provided with plug.",CN205695101-U,2016,Chinese,5,China,CN
6086," Detecting virus comprises identifying highly conserved nucleotide test sequence, synthesizing probe sequence that is at least partially complementary to test sequence, and hybridizing probe sequence with test sequence.",WO2016179509-A1,2016,English,7,World,WO
